iters,time
0,0.0
1,4.5299530029296875e-06
2,5.4836273193359375e-06
3,6.198883056640625e-06
4,7.3909759521484375e-06
5,8.344650268554688e-06
6,9.059906005859375e-06
7,1.0013580322265625e-05
8,1.0967254638671875e-05
9,1.1920928955078125e-05
10,1.2636184692382812e-05
11,1.3589859008789062e-05
12,1.4543533325195312e-05
13,1.5497207641601562e-05
14,1.621246337890625e-05
15,1.71661376953125e-05
16,1.811981201171875e-05
17,1.9073486328125e-05
18,1.9788742065429688e-05
19,2.0742416381835938e-05
20,2.193450927734375e-05
21,2.288818359375e-05
22,2.3603439331054688e-05
23,2.5033950805664062e-05
24,2.5987625122070312e-05
25,2.6702880859375e-05
26,2.7894973754882812e-05
27,2.8848648071289062e-05
28,2.9802322387695312e-05
29,3.0517578125e-05
30,3.170967102050781e-05
31,3.24249267578125e-05
32,3.337860107421875e-05
33,3.409385681152344e-05
34,3.528594970703125e-05
35,3.600120544433594e-05
36,3.719329833984375e-05
37,3.814697265625e-05
38,3.910064697265625e-05
39,3.981590270996094e-05
40,4.076957702636719e-05
41,4.1484832763671875e-05
42,4.2438507080078125e-05
43,4.315376281738281e-05
44,4.410743713378906e-05
45,4.482269287109375e-05
46,4.601478576660156e-05
47,4.696846008300781e-05
48,4.792213439941406e-05
49,4.863739013671875e-05
50,4.982948303222656e-05
51,5.054473876953125e-05
52,5.125999450683594e-05
53,5.1975250244140625e-05
54,5.316734313964844e-05
55,5.3882598876953125e-05
56,5.459785461425781e-05
57,5.555152893066406e-05
58,5.650520324707031e-05
59,5.7697296142578125e-05
60,5.8650970458984375e-05
61,5.9604644775390625e-05
62,6.031990051269531e-05
63,6.127357482910156e-05
64,6.198883056640625e-05
65,6.318092346191406e-05
66,6.389617919921875e-05
67,6.461143493652344e-05
68,6.556510925292969e-05
69,6.651878356933594e-05
70,6.723403930664062e-05
71,6.818771362304688e-05
72,6.890296936035156e-05
73,7.104873657226562e-05
74,7.176399230957031e-05
75,7.2479248046875e-05
76,7.343292236328125e-05
77,7.43865966796875e-05
78,7.510185241699219e-05
79,7.581710815429688e-05
80,7.700920104980469e-05
81,7.772445678710938e-05
82,7.843971252441406e-05
83,7.939338684082031e-05
84,8.034706115722656e-05
85,8.106231689453125e-05
86,8.20159912109375e-05
87,8.273124694824219e-05
88,8.344650268554688e-05
89,8.463859558105469e-05
90,8.559226989746094e-05
91,8.630752563476562e-05
92,8.726119995117188e-05
93,8.797645568847656e-05
94,8.893013000488281e-05
95,8.96453857421875e-05
96,9.036064147949219e-05
97,9.1552734375e-05
98,9.226799011230469e-05
99,9.298324584960938e-05
100,9.417533874511719e-05
101,9.489059448242188e-05
102,9.584426879882812e-05
103,9.655952453613281e-05
104,9.72747802734375e-05
105,9.846687316894531e-05
106,9.918212890625e-05
107,0.00010132789611816406
108,0.00010228157043457031
109,0.000102996826171875
110,0.00010371208190917969
111,0.0001049041748046875
112,0.00010561943054199219
113,0.00010633468627929688
114,0.00010728836059570312
115,0.00010824203491210938
116,0.00010895729064941406
117,0.00010991096496582031
118,0.000110626220703125
119,0.00011181831359863281
120,0.0001125335693359375
121,0.00011324882507324219
122,0.00011420249938964844
123,0.00011515617370605469
124,0.00011587142944335938
125,0.00011682510375976562
126,0.00011754035949707031
127,0.00011873245239257812
128,0.00011944770812988281
129,0.0001201629638671875
130,0.00012111663818359375
131,0.0001220703125
132,0.0001227855682373047
133,0.00012373924255371094
134,0.00012445449829101562
135,0.0001251697540283203
136,0.00012636184692382812
137,0.0001270771026611328
138,0.0001277923583984375
139,0.0001289844512939453
140,0.00012969970703125
141,0.0001304149627685547
142,0.00013136863708496094
143,0.00013208389282226562
144,0.00013303756713867188
145,0.00013399124145507812
146,0.0001347064971923828
147,0.0001354217529296875
148,0.0001366138458251953
149,0.0001373291015625
150,0.00013828277587890625
151,0.00013899803161621094
152,0.0001399517059326172
153,0.00014090538024902344
154,0.00014162063598632812
155,0.0001423358917236328
156,0.00014328956604003906
157,0.0001442432403564453
158,0.00014495849609375
159,0.00014591217041015625
160,0.0001468658447265625
161,0.0001475811004638672
162,0.00014829635620117188
163,0.00014925003051757812
164,0.00015020370483398438
165,0.00015091896057128906
166,0.0001518726348876953
167,0.000152587890625
168,0.00015354156494140625
169,0.0001544952392578125
170,0.0001552104949951172
171,0.00015592575073242188
172,0.0001571178436279297
173,0.00015783309936523438
174,0.00015926361083984375
175,0.00016021728515625
176,0.0001609325408935547
177,0.00016188621520996094
178,0.00016260147094726562
179,0.0001633167266845703
180,0.00016450881958007812
181,0.0001652240753173828
182,0.0001659393310546875
183,0.0001671314239501953
184,0.0001678466796875
185,0.00016880035400390625
186,0.00016951560974121094
187,0.00017023086547851562
188,0.00017142295837402344
189,0.00017213821411132812
190,0.0001728534698486328
191,0.00017404556274414062
192,0.0001747608184814453
193,0.00017547607421875
194,0.00017642974853515625
195,0.00017714500427246094
196,0.00017833709716796875
197,0.00017905235290527344
198,0.00017976760864257812
199,0.00018095970153808594
200,0.00018167495727539062
201,0.0001823902130126953
202,0.00018334388732910156
203,0.00018405914306640625
204,0.00018525123596191406
205,0.00018596649169921875
206,0.00018668174743652344
207,0.00018739700317382812
208,0.00018858909606933594
209,0.00018930435180664062
210,0.0001900196075439453
211,0.00019097328186035156
212,0.0001919269561767578
213,0.0001926422119140625
214,0.00019359588623046875
215,0.00019431114196777344
216,0.00019550323486328125
217,0.00019621849060058594
218,0.00019693374633789062
219,0.00019788742065429688
220,0.00019884109497070312
221,0.0001995563507080078
222,0.0002002716064453125
223,0.00020122528076171875
224,0.000202178955078125
225,0.00020313262939453125
226,0.00020384788513183594
227,0.00020456314086914062
228,0.00020575523376464844
229,0.00020647048950195312
230,0.0002071857452392578
231,0.00020813941955566406
232,0.0002090930938720703
233,0.000209808349609375
234,0.00021147727966308594
235,0.0002124309539794922
236,0.00021314620971679688
237,0.00021409988403320312
238,0.0002148151397705078
239,0.00021576881408691406
240,0.0002167224884033203
241,0.000217437744140625
242,0.0002181529998779297
243,0.0002193450927734375
244,0.0002200603485107422
245,0.00022077560424804688
246,0.00022172927856445312
247,0.00022268295288085938
248,0.00022339820861816406
249,0.0002243518829345703
250,0.000225067138671875
251,0.0002262592315673828
252,0.0002269744873046875
253,0.0002276897430419922
254,0.00022864341735839844
255,0.0002295970916748047
256,0.00023031234741210938
257,0.00023126602172851562
258,0.00023221969604492188
259,0.00023317337036132812
260,0.00023412704467773438
261,0.00023484230041503906
262,0.0002357959747314453
263,0.00023674964904785156
264,0.0002377033233642578
265,0.0002384185791015625
266,0.00023937225341796875
267,0.000240325927734375
268,0.00024127960205078125
269,0.0002422332763671875
270,0.00024318695068359375
271,0.000244140625
272,0.00024509429931640625
273,0.00024580955505371094
274,0.00024700164794921875
275,0.000247955322265625
276,0.00024890899658203125
277,0.00024962425231933594
278,0.00025081634521484375
279,0.00025153160095214844
280,0.0002524852752685547
281,0.0002532005310058594
282,0.0002543926239013672
283,0.0002551078796386719
284,0.0002560615539550781
285,0.0002567768096923828
286,0.0002579689025878906
287,0.0002586841583251953
288,0.00025963783264160156
289,0.00026035308837890625
290,0.00026154518127441406
291,0.00026226043701171875
292,0.000263214111328125
293,0.0002639293670654297
294,0.0002651214599609375
295,0.0002658367156982422
296,0.00026679039001464844
297,0.0002675056457519531
298,0.00026869773864746094
299,0.0002694129943847656
300,0.0002703666687011719
301,0.0002713203430175781
302,0.0002722740173339844
303,0.00027298927307128906
304,0.0002739429473876953
305,0.07642412185668945
306,0.07642936706542969
307,0.0764305591583252
308,0.0764312744140625
309,0.0764322280883789
310,0.07643628120422363
311,0.07643723487854004
312,0.07643842697143555
313,0.07643914222717285
314,0.07644009590148926
315,0.07644128799438477
316,0.07644200325012207
317,0.07644295692443848
318,0.07644414901733398
319,0.07644510269165039
320,0.0764460563659668
321,0.0764467716217041
322,0.07644796371459961
323,0.07644867897033691
324,0.07644963264465332
325,0.07645034790039062
326,0.07645153999328613
327,0.07645225524902344
328,0.07645320892333984
329,0.07645392417907715
330,0.07645511627197266
331,0.07645583152770996
332,0.07645678520202637
333,0.07645750045776367
334,0.07645869255065918
335,0.07645940780639648
336,0.07646036148071289
337,0.0764610767364502
338,0.0764622688293457
339,0.07646298408508301
340,0.07646393775939941
341,0.07646465301513672
342,0.07646584510803223
343,0.07646656036376953
344,0.07646751403808594
345,0.07646822929382324
346,0.07646942138671875
347,0.07647013664245605
348,0.07647109031677246
349,0.07647180557250977
350,0.07647299766540527
351,0.07647371292114258
352,0.07647466659545898
353,0.07647538185119629
354,0.0764765739440918
355,0.0764777660369873
356,0.07647848129272461
357,0.07647967338562012
358,0.07648086547851562
359,0.07648181915283203
360,0.07648301124572754
361,0.07648372650146484
362,0.07648468017578125
363,0.07648563385009766
364,0.07648658752441406
365,0.07648754119873047
366,0.07648825645446777
367,0.07648921012878418
368,0.07649016380310059
369,0.07649111747741699
370,0.0764918327331543
371,0.0764927864074707
372,0.07649397850036621
373,0.07649469375610352
374,0.07649564743041992
375,0.07649660110473633
376,0.07649755477905273
377,0.07649827003479004
378,0.07649922370910645
379,0.07650017738342285
380,0.07650113105773926
381,0.07650184631347656
382,0.076507568359375
383,0.0765085220336914
384,0.07650947570800781
385,0.07651042938232422
386,0.07651138305664062
387,0.07651209831237793
388,0.07651305198669434
389,0.07651400566101074
390,0.07651495933532715
391,0.07651567459106445
392,0.07651662826538086
393,0.07651758193969727
394,0.07651853561401367
395,0.07651925086975098
396,0.07652020454406738
397,0.07652115821838379
398,0.0765221118927002
399,0.0765228271484375
400,0.0765237808227539
401,0.07652473449707031
402,0.07652568817138672
403,0.07652640342712402
404,0.07652735710144043
405,0.07652831077575684
406,0.07652950286865234
407,0.07653045654296875
408,0.07653141021728516
409,0.07653236389160156
410,0.07653331756591797
411,0.07653403282165527
412,0.07653546333312988
413,0.07653641700744629
414,0.0765373706817627
415,0.0765383243560791
416,0.07653927803039551
417,0.07653999328613281
418,0.07654094696044922
419,0.07654213905334473
420,0.07654285430908203
421,0.07654356956481934
422,0.07654452323913574
423,0.07654547691345215
424,0.07654643058776855
425,0.07654714584350586
426,0.07654809951782227
427,0.07654929161071777
428,0.07655000686645508
429,0.07655096054077148
430,0.07655167579650879
431,0.0765528678894043
432,0.0765535831451416
433,0.07655453681945801
434,0.07655525207519531
435,0.07655644416809082
436,0.07655715942382812
437,0.07655811309814453
438,0.07655930519104004
439,0.07656002044677734
440,0.07656097412109375
441,0.07656168937683105
442,0.07656288146972656
443,0.07656359672546387
444,0.07656455039978027
445,0.07656526565551758
446,0.07656645774841309
447,0.07656717300415039
448,0.0765681266784668
449,0.0765688419342041
450,0.07657003402709961
451,0.07657074928283691
452,0.07657170295715332
453,0.07657241821289062
454,0.07657361030578613
455,0.07657432556152344
456,0.07657527923583984
457,0.07657599449157715
458,0.07657718658447266
459,0.07657790184020996
460,0.07657885551452637
